Month,ENG_RP,ENG_RB,ENG_NN,ENG_VB,ENG_FW,ENG_JJ,ENG_JJR,ENG_JJS,ENG_NNP,ENG_NNS,ENG_POS,ENG_RBR,ENG_RBS,ENG_VBD,ENG_VBG,ENG_VBN,ENG_VBP,ENG_VBZ
20-4-2016,0,2,21,1,0,1,0,0,3,8,0,0,0,2,0,1,0,1
8-4-2016,0,3,119,3,19,20,0,0,28,9,0,0,0,6,0,0,6,3
19-9-2013,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
25-10-2015,0,1,3,0,0,0,0,0,3,0,0,0,0,0,0,1,1,0
10-8-2016,0,3,44,1,12,7,0,0,14,1,0,0,0,2,0,0,3,1
15-6-2016,0,2,24,0,0,7,0,0,18,2,0,0,0,0,0,0,1,1
16-10-2016,0,1,20,1,0,3,0,0,7,5,0,0,0,0,0,0,2,1
23-4-2015,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2-8-2014,0,0,34,0,0,7,0,0,6,5,0,0,0,0,0,0,2,0
16-10-2013,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28-2-2016,0,0,6,0,0,0,0,0,40,1,0,0,0,2,0,0,0,0
16-12-2012,0,0,6,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
6-10-2012,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3-9-2015,0,0,2,0,0,2,0,0,5,2,0,0,0,0,0,0,0,1
13-12-2011,0,0,12,0,0,0,0,0,6,1,0,0,0,1,0,0,1,0
9-2-2014,0,1,2,1,0,2,0,0,3,1,0,0,0,1,0,0,1,1
9-5-2016,0,0,8,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0
1-12-2014,0,0,13,0,3,1,0,0,6,3,0,0,0,0,0,1,2,2
1-3-2013,0,1,7,2,0,2,0,0,1,2,0,0,0,0,0,0,3,0
31-7-2015,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14-9-2016,0,2,14,2,0,3,0,0,3,3,0,0,0,0,0,0,4,0
11-11-2016,0,1,63,4,5,20,1,0,17,4,0,0,0,1,0,0,4,2
16-12-2013,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1-2-2012,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
15-12-2014,0,1,396,6,37,63,0,0,98,30,0,0,0,2,0,0,13,22
30-4-2016,0,1,3,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0
25-8-2016,0,4,89,1,3,22,0,0,24,11,0,0,0,2,0,0,8,6
11-5-2015,0,0,11,0,0,2,0,0,2,2,0,0,0,0,0,0,1,2
14-2-2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26-10-2013,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6-11-2015,0,1,12,0,0,1,0,0,5,2,0,0,0,2,0,0,2,0
10-6-2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1-11-2016,0,0,10,0,0,0,0,0,3,3,0,0,0,1,0,0,0,0
13-11-2016,0,3,2,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
17-9-2014,0,1,46,1,1,7,0,0,5,4,0,0,0,0,0,0,1,2
18-7-2013,0,1,60,0,6,24,1,0,27,10,0,0,0,3,0,0,6,3
27-6-2016,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0
30-5-2016,0,2,9,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
23-5-2016,0,0,4,0,0,3,0,0,0,1,0,0,0,0,0,0,2,0
14-6-2014,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
12-6-2016,0,3,23,1,1,1,0,0,4,2,0,0,0,1,0,1,1,0
13-2-2014,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1-7-2013,0,0,6,0,1,1,0,0,5,0,1,0,0,0,0,0,0,0
24-11-2015,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10-8-2014,0,0,95,2,6,14,0,0,24,3,0,0,0,1,0,0,2,3
30-4-2014,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2-7-2015,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5-8-2016,0,0,4,0,0,2,0,0,6,0,0,0,0,0,0,0,0,0
19-8-2013,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14-7-2011,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14-4-2013,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
23-12-2015,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4-12-2014,0,0,33,0,8,7,0,0,26,4,0,0,0,0,0,0,0,2
14-1-2016,0,0,17,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0
17-7-2013,0,0,58,0,0,12,0,0,14,2,0,0,0,1,0,0,2,1
24-8-2014,0,3,80,0,3,5,0,0,17,4,0,0,0,0,0,0,3,1
23-8-2015,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18-9-2011,0,1,12,0,0,1,0,0,12,0,0,0,0,0,0,0,1,0
11-7-2015,0,0,42,0,2,8,0,0,10,0,0,0,0,1,1,0,1,0
18-11-2014,0,0,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5-3-2016,0,1,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
4-5-2014,0,5,13,3,0,3,0,0,1,2,0,0,0,0,0,0,1,0
4-8-2016,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9-10-2016,0,3,3,0,0,3,1,0,14,0,0,0,0,0,0,0,0,0
6-8-2016,0,0,3,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
3-9-2013,0,0,8,0,0,1,0,1,1,0,0,0,0,0,0,0,5,0
23-11-2011,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17-8-2016,0,1,33,0,1,6,0,0,6,4,0,0,0,0,0,0,2,4
21-3-2012,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24-3-2016,0,0,3,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0
9-6-2011,0,1,30,1,0,1,0,0,0,3,0,0,0,0,0,0,2,0
4-12-2015,0,1,15,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
9-3-2015,0,0,40,0,1,10,0,0,12,2,0,0,0,0,0,2,2,6
11-7-2014,0,0,33,2,1,5,0,0,8,0,0,0,0,0,0,0,1,3
20-8-2013,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18-2-2012,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
22-4-2013,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
14-10-2013,0,14,87,1,0,19,0,0,10,13,0,0,0,1,4,0,6,0
24-8-2016,0,4,34,3,0,16,0,0,27,2,0,0,0,1,0,1,2,0
10-3-2015,0,0,15,1,0,3,0,0,8,0,0,0,0,1,0,0,0,2
16-2-2014,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
31-1-2012,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3-11-2014,0,0,10,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0
17-6-2015,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21-9-2013,0,0,2,0,0,1,0,0,2,1,0,0,0,0,0,0,2,0
10-1-2015,0,1,6,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0
21-9-2015,0,0,20,0,0,1,0,0,2,1,0,0,0,0,1,0,0,1
25-6-2013,0,2,17,0,0,1,0,0,3,4,2,0,0,3,3,0,2,0
10-2-2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24-2-2014,0,1,61,1,5,4,0,5,26,3,0,0,0,0,0,0,1,0
27-10-2011,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
12-9-2015,0,1,10,0,0,2,0,0,3,2,0,0,0,1,0,0,0,0
30-9-2016,0,1,15,0,0,2,0,0,3,5,0,0,0,0,0,0,1,1
29-9-2013,0,0,8,0,0,1,0,0,2,1,0,0,0,0,0,0,1,0
3-4-2016,0,0,4,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0
14-12-2014,0,0,86,0,6,9,0,0,15,8,0,0,0,0,0,0,2,4
28-7-2015,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
12-2-2015,0,1,2,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0
28-1-2013,0,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
29-1-2014,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25-10-2014,0,1,202,2,32,36,0,0,67,10,0,0,0,2,0,0,5,16
6-4-2012,0,0,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
4-10-2012,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
13-8-2014,0,0,21,0,7,5,0,0,10,1,0,0,0,0,0,0,1,0
20-5-2014,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1-6-2013,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
12-12-2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
25-8-2013,0,1,14,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
13-10-2016,0,1,12,0,0,5,0,0,0,3,0,0,0,0,0,0,4,0
25-12-2015,0,0,14,1,0,1,0,0,10,1,0,0,0,1,0,0,0,2
29-9-2015,0,2,49,0,3,10,0,0,12,3,0,0,0,0,0,0,3,1
10-11-2013,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6-9-2014,0,0,48,0,18,10,0,0,8,1,0,0,0,2,0,0,1,1
5-7-2011,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,3,0
26-5-2013,0,2,17,2,0,3,0,0,4,2,0,0,0,0,0,0,2,0
11-11-2013,0,1,4,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0
27-12-2013,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
29-11-2011,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3-7-2012,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
13-7-2011,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
25-3-2012,0,2,3,0,0,3,0,0,3,2,0,0,0,1,0,0,0,0
18-5-2014,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3-11-2013,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27-3-2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25-5-2014,0,0,12,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0
16-4-2016,0,1,3,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0
8-9-2013,0,0,28,0,24,8,1,0,35,4,0,0,0,0,0,0,3,1
12-9-2014,0,0,22,3,14,3,0,0,9,1,0,0,0,1,0,0,1,0
9-5-2014,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
14-4-2016,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7-11-2012,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-6-2013,0,0,37,1,1,7,0,0,6,1,0,0,0,0,0,0,1,1
5-4-2016,0,0,60,0,6,10,0,0,15,8,0,0,0,2,0,1,5,3
28-7-2014,0,0,25,0,5,3,0,0,8,1,0,0,0,1,0,0,1,1
21-2-2016,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2-10-2011,0,1,33,0,0,9,0,0,2,5,0,0,0,0,0,0,1,0
26-1-2013,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29-11-2016,0,0,10,2,0,4,0,0,11,1,0,0,0,0,0,0,1,0
12-10-2016,0,1,26,0,0,3,2,0,7,1,1,0,0,0,0,0,2,0
16-3-2016,0,1,11,0,0,0,0,0,2,1,0,0,0,1,0,0,1,0
10-12-2014,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,1,0,1
15-12-2013,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20-6-2013,0,1,9,1,0,2,0,0,8,0,0,0,0,0,0,0,0,0
29-9-2014,0,0,28,1,1,3,0,0,5,0,0,0,0,0,0,0,2,1
17-7-2015,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
13-6-2012,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
30-10-2015,0,2,6,0,0,1,0,0,2,3,0,0,0,0,1,0,1,0
19-12-2014,0,2,34,1,2,9,0,0,6,2,0,0,0,1,0,0,3,3
19-1-2016,0,0,7,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0
3-11-2016,0,4,18,0,0,4,0,0,8,1,0,0,0,0,3,0,0,0
31-8-2014,0,1,180,3,35,37,0,0,50,15,0,0,0,0,2,0,6,12
27-10-2013,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6-5-2016,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4-3-2016,0,3,16,0,0,3,0,0,9,4,0,0,0,0,1,0,1,0
10-4-2016,0,0,12,0,0,2,0,0,2,1,0,0,0,0,0,0,0,0
20-5-2016,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20-1-2014,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
17-1-2013,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
27-4-2016,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25-5-2011,0,0,3,0,4,0,0,0,1,0,0,0,0,1,0,0,0,0
29-5-2012,0,1,4,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
28-6-2016,0,0,38,4,0,25,0,0,119,3,0,0,0,0,0,0,0,1
28-8-2012,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9-8-2012,0,0,2,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0
11-12-2013,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4-1-2014,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17-8-2015,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0
1-12-2016,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
16-11-2013,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30-8-2016,0,0,6,0,0,1,0,0,6,2,0,0,0,0,0,0,1,0
16-1-2016,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
24-7-2016,0,1,25,3,0,9,0,1,39,5,0,0,0,1,0,0,2,0
3-6-2016,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
25-7-2012,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
31-12-2013,0,1,12,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
18-2-2016,0,0,10,2,0,2,0,0,3,3,0,0,0,1,1,0,4,0
9-8-2016,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8-7-2014,0,4,2,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
3-7-2013,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30-7-2016,0,2,15,0,0,2,0,0,5,1,0,0,0,0,1,0,2,0
8-1-2016,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
23-9-2012,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
18-11-2016,0,1,5,0,0,2,0,0,4,2,0,0,0,0,2,0,0,1
6-4-2014,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
18-8-2014,0,1,7,0,2,1,0,0,5,1,0,0,0,0,0,0,0,1
17-12-2011,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-11-2015,0,0,20,1,0,4,0,0,8,3,1,0,0,0,1,0,0,0
22-3-2014,0,0,4,1,0,2,0,0,4,0,0,0,0,0,0,0,1,0
4-10-2013,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2-11-2011,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8-1-2012,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28-10-2013,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3-1-2013,0,0,11,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
11-10-2013,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24-5-2016,0,1,5,0,0,0,0,0,9,0,0,0,0,1,0,0,1,0
8-5-2014,0,1,2,0,0,3,0,0,10,3,0,0,0,1,0,0,1,0
3-9-2014,0,3,98,2,1,16,0,0,15,7,0,0,0,0,1,0,9,6
29-4-2012,1,4,89,1,4,8,0,0,20,8,0,0,0,1,0,1,5,2
10-11-2014,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6-9-2016,0,1,162,1,22,35,0,0,49,20,0,0,0,4,1,0,12,9
26-4-2016,0,1,71,0,10,12,0,0,20,5,0,0,0,1,0,0,2,5
28-3-2013,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
29-10-2014,0,3,68,2,6,17,0,0,21,10,0,0,0,0,0,0,5,9
20-4-2014,0,0,1,0,0,0,0,0,2,2,0,0,0,0,0,0,1,0
17-6-2013,0,1,19,0,0,3,0,0,4,1,0,0,0,1,0,0,0,0
12-2-2014,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7-9-2014,0,1,67,1,8,14,0,0,16,9,0,0,0,2,0,0,3,2
1-10-2014,0,0,169,2,23,20,0,0,25,13,0,0,0,4,0,0,7,3
27-11-2016,0,2,14,2,0,4,0,0,9,1,0,0,0,0,0,0,1,0
3-12-2015,0,2,21,0,0,4,0,0,3,2,0,0,0,0,0,1,0,0
21-6-2015,1,0,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
6-12-2016,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
21-5-2016,0,0,1,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0
11-12-2015,0,0,10,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
8-11-2016,0,0,6,1,0,1,0,0,5,3,0,0,0,0,0,0,0,0
11-11-2015,0,1,2,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
1-1-2012,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1-9-2016,0,2,53,0,8,11,0,0,13,10,0,0,0,1,0,0,3,3
20-10-2015,0,2,11,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0
20-5-2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16-7-2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13-4-2014,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30-8-2014,0,0,17,0,1,3,0,0,6,4,0,0,0,1,0,0,2,0
5-8-2013,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29-3-2015,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
26-9-2012,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23-9-2013,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0
13-10-2014,0,0,50,1,5,7,0,0,15,3,0,0,0,0,0,0,2,7
7-11-2011,0,0,12,0,0,3,0,0,0,2,0,0,0,0,1,0,0,0
28-9-2013,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
23-10-2015,0,1,3,0,0,1,0,0,2,2,0,0,0,0,0,0,0,0
18-11-2015,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
1-8-2014,0,2,119,1,7,11,0,0,32,18,0,0,0,1,0,0,4,6
16-2-2016,0,1,3,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0
21-9-2012,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1-5-2014,0,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11-10-2016,0,3,27,0,0,4,0,0,7,2,0,0,0,3,0,1,5,0
4-11-2012,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
8-10-2014,0,0,30,0,1,6,0,0,8,1,0,0,0,0,0,0,0,1
28-8-2011,0,1,69,3,1,8,0,0,7,9,0,0,0,0,0,0,2,5
18-11-2012,0,0,5,0,0,2,0,0,2,1,0,0,0,3,0,0,0,0
16-8-2014,0,0,20,0,0,6,0,0,10,1,0,0,0,0,0,0,1,1
9-12-2016,0,0,7,0,0,0,0,0,3,1,0,0,0,0,0,0,1,0
5-6-2011,0,4,21,0,0,4,0,0,5,2,0,0,0,0,1,2,6,0
26-9-2015,0,0,5,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0
4-10-2015,0,0,4,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
12-7-2013,0,0,24,0,4,2,0,0,8,0,0,0,0,1,0,0,0,1
9-9-2014,0,0,31,1,4,4,0,0,7,2,0,0,0,0,0,0,2,2
30-6-2013,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
14-2-2014,0,0,9,1,0,5,0,0,0,3,0,0,0,0,0,0,0,0
12-12-2014,0,2,138,4,2,31,0,0,28,17,0,0,0,0,1,0,7,4
9-12-2014,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9-12-2015,0,0,66,3,12,14,0,0,6,7,0,0,0,0,0,0,1,1
11-6-2016,0,0,10,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1-6-2015,0,0,3,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
29-1-2016,0,0,3,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
9-8-2011,0,1,18,0,0,0,0,0,4,3,0,0,0,0,0,0,0,1
27-5-2013,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
22-1-2013,0,0,0,0,0,0,0,1,11,2,0,0,0,0,0,1,1,0
21-2-2014,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22-9-2012,0,2,6,0,0,1,0,0,2,1,0,0,0,1,0,0,2,0
13-6-2016,0,0,4,1,0,5,0,0,17,1,0,0,0,1,1,1,0,0
6-9-2013,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29-10-2011,0,3,47,1,9,11,0,1,16,7,0,0,0,0,0,0,3,1
4-2-2012,0,0,14,2,0,2,0,0,1,0,2,0,0,0,0,0,0,0
3-6-2013,0,1,3,2,0,0,0,0,2,0,0,0,0,0,0,0,1,0
29-8-2014,0,3,80,1,13,17,0,0,14,6,0,0,0,0,0,0,3,5
14-6-2016,0,2,15,1,0,7,0,0,25,1,0,0,0,1,0,0,1,0
30-8-2013,0,3,15,0,0,1,0,0,5,1,0,0,0,0,2,1,1,0
4-7-2014,0,1,22,0,2,10,0,0,5,2,0,0,0,1,0,0,3,0
5-6-2015,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
16-9-2012,0,1,23,0,3,0,0,0,2,0,0,0,0,0,0,0,0,1
6-11-2011,0,2,20,1,0,2,0,0,2,1,0,0,0,0,0,0,2,0
8-4-2012,0,1,2,0,0,3,0,0,2,2,0,0,0,0,0,0,0,0
28-12-2011,0,2,8,1,0,2,0,0,5,1,0,0,0,0,0,0,0,0
9-11-2013,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15-8-2016,0,1,33,2,0,6,0,0,64,2,0,0,0,0,1,0,1,1
16-5-2012,0,0,25,1,0,6,0,1,3,1,0,0,0,0,0,0,0,1
18-7-2016,0,1,10,0,0,2,0,0,6,1,0,0,0,1,1,0,2,0
23-11-2016,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
19-11-2011,0,3,8,0,0,2,0,0,10,1,0,0,0,0,1,1,1,1
13-7-2016,0,2,19,1,0,8,0,0,12,0,0,0,0,0,0,0,0,1
16-5-2016,0,4,18,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0
10-12-2016,0,1,6,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
5-10-2011,0,2,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
26-8-2014,0,0,32,1,5,6,0,0,6,7,0,0,0,0,0,0,3,2
15-10-2015,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
28-11-2016,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
28-12-2015,0,1,2,1,0,1,0,0,2,0,0,0,0,0,0,1,0,0
17-3-2015,0,0,67,1,22,21,0,0,8,12,0,0,0,1,0,0,9,1
18-1-2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30-9-2015,0,0,50,1,6,6,1,0,13,2,0,0,0,2,0,0,3,1
29-4-2016,0,1,26,1,0,2,0,0,3,0,0,0,0,0,0,0,3,1
22-11-2016,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
4-12-2012,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10-1-2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
16-9-2013,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3-11-2015,0,2,30,1,3,5,0,0,11,2,0,0,0,0,0,1,0,2
28-6-2013,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17-8-2014,0,0,79,0,8,11,0,0,18,2,0,0,0,0,0,0,3,2
