Month,ENG_RP,ENG_RB,ENG_NN,ENG_VB,ENG_FW,ENG_JJ,ENG_JJR,ENG_JJS,ENG_NNP,ENG_NNS,ENG_POS,ENG_RBR,ENG_RBS,ENG_VBD,ENG_VBG,ENG_VBN,ENG_VBP,ENG_VBZ
15-4-2016,0,1,77,0,20,15,1,0,7,9,0,0,0,0,0,0,6,3
11-12-2014,0,4,47,0,7,8,0,0,18,13,0,0,0,0,0,1,6,2
28-7-2013,0,1,47,0,0,12,0,0,5,1,0,0,0,1,0,0,2,0
23-4-2016,0,0,13,0,0,0,0,0,2,4,0,0,0,0,1,0,0,0
26-4-2015,0,0,9,1,4,2,0,0,8,2,0,0,0,0,0,0,1,0
21-4-2014,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13-1-2014,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
24-9-2011,1,2,49,2,5,6,1,0,8,10,1,0,0,2,0,0,3,1
6-3-2013,0,1,12,0,0,4,0,0,2,2,0,0,0,2,0,0,2,0
13-2-2012,0,1,5,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0
17-5-2013,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
15-8-2012,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10-11-2015,0,1,21,0,0,1,0,0,9,3,0,0,0,0,1,0,1,0
30-3-2016,0,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
17-8-2013,0,2,17,1,3,3,0,0,8,2,0,0,0,1,0,0,0,3
11-8-2013,0,0,8,0,0,1,0,0,3,1,0,0,0,0,0,0,0,0
16-11-2015,0,1,5,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
25-9-2011,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
18-9-2016,0,3,55,0,0,4,0,0,8,1,0,0,0,3,0,2,3,0
12-9-2016,0,3,102,0,8,13,0,0,27,7,0,0,0,1,1,1,8,2
4-7-2012,0,6,25,0,0,3,0,0,10,1,0,0,0,1,0,0,0,0
20-9-2014,0,0,36,0,0,5,0,0,3,1,0,0,0,1,0,0,2,0
30-4-2012,0,1,25,0,2,3,0,0,2,3,0,0,0,1,0,0,1,2
27-12-2015,0,0,1,0,0,0,0,0,8,1,0,0,0,3,0,0,0,0
4-4-2015,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15-9-2015,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2-11-2013,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4-1-2015,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
4-12-2016,0,0,8,0,2,0,0,0,2,3,0,0,0,0,1,0,0,0
22-8-2011,0,1,10,0,0,1,0,0,6,1,0,0,0,0,0,0,0,0
18-12-2014,0,6,285,4,16,33,0,0,34,21,0,0,0,2,1,0,12,14
19-2-2016,0,1,27,0,0,4,0,0,4,3,0,0,0,0,0,0,1,0
8-3-2015,0,0,14,0,2,2,0,0,4,0,0,0,0,0,0,0,1,2
6-7-2013,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17-10-2016,0,2,55,0,5,16,0,0,20,5,0,0,0,1,0,0,7,2
23-1-2012,0,0,15,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0
18-10-2013,0,1,11,0,0,2,0,0,2,0,0,0,0,1,0,1,0,0
14-10-2014,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4-9-2013,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0
5-12-2016,1,3,32,0,0,11,0,0,14,7,0,0,0,2,1,0,2,0
13-5-2014,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14-8-2016,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20-3-2016,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
20-4-2015,0,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
9-11-2015,0,2,16,0,0,3,0,0,3,2,0,0,0,0,0,0,2,0
17-4-2013,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20-8-2015,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0
2-10-2014,1,1,65,1,17,18,0,0,17,5,0,0,0,2,0,0,3,8
21-2-2012,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7-7-2016,0,0,9,4,1,12,0,0,99,0,0,0,0,1,0,0,1,1
10-5-2012,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
23-11-2013,0,0,1,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0
5-6-2016,0,6,108,1,0,9,0,1,7,3,0,0,0,1,2,1,7,2
15-6-2013,0,2,2,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0
20-10-2013,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
14-9-2013,0,0,3,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0
14-2-2016,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
13-6-2014,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
14-9-2012,0,2,4,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0
20-7-2015,0,1,2,0,0,1,0,0,1,2,0,0,0,0,1,0,0,0
28-3-2016,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0
15-1-2016,0,0,8,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
5-3-2015,0,4,59,0,2,7,0,0,21,4,0,0,0,2,1,0,1,0
20-8-2012,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9-4-2012,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
10-2-2015,0,1,7,0,0,1,0,0,1,2,0,0,0,0,1,0,1,0
7-6-2016,0,1,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
29-7-2014,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
24-10-2012,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10-8-2011,0,5,22,1,0,6,0,0,3,0,0,0,0,0,0,0,0,0
19-1-2012,0,0,12,0,0,6,0,0,1,1,0,0,0,0,0,0,3,0
26-10-2011,0,4,20,2,0,2,0,1,5,3,0,0,0,0,0,1,3,0
4-7-2016,0,1,5,0,0,0,0,0,8,0,0,0,0,2,0,0,0,0
17-10-2014,0,2,72,1,10,16,0,0,25,8,0,0,0,1,0,0,1,8
24-1-2014,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
21-12-2012,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23-3-2014,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
9-1-2013,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16-6-2016,0,1,7,0,0,1,0,0,4,2,0,0,0,0,0,1,1,0
18-5-2013,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4-4-2016,0,1,7,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
23-6-2012,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9-9-2015,0,0,18,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0
22-10-2015,0,1,16,0,0,3,0,0,3,1,0,0,0,0,0,0,1,1
26-7-2014,0,1,62,1,7,11,1,0,14,1,0,0,0,0,0,0,1,5
21-12-2015,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
5-6-2014,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
21-6-2016,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-2-2016,0,0,12,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0
24-2-2013,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
13-10-2012,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
29-1-2015,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
30-11-2011,0,0,4,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1
3-12-2016,0,1,7,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0
3-2-2016,0,2,12,0,0,0,0,0,4,2,0,0,0,1,0,0,0,0
5-9-2016,0,5,77,1,6,18,0,0,27,10,0,0,0,1,0,0,7,3
18-9-2015,0,2,20,1,7,8,0,0,8,3,0,0,0,1,0,0,4,0
3-6-2011,0,0,4,0,0,0,0,0,4,1,0,0,0,0,0,0,1,0
19-4-2016,0,1,10,0,0,1,0,0,2,2,0,0,0,0,1,0,3,0
24-2-2015,0,0,7,0,0,2,0,0,4,2,0,0,0,0,0,0,1,0
29-6-2014,0,2,17,0,0,1,0,0,2,0,0,0,0,1,0,0,1,0
8-12-2016,0,1,11,0,0,2,0,0,2,0,0,0,0,0,0,0,1,1
23-7-2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6-4-2016,0,2,15,0,0,2,0,0,7,2,0,0,0,1,0,0,0,0
30-9-2012,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20-2-2016,0,0,7,1,0,0,0,0,4,2,0,0,0,0,0,0,1,0
29-5-2015,0,0,3,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0
12-2-2012,0,1,0,1,0,2,0,0,2,0,0,0,0,0,0,0,0,0
11-7-2013,0,2,40,0,2,7,0,3,18,4,0,0,0,2,0,0,0,2
10-11-2016,0,0,12,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
4-8-2015,0,0,8,1,0,1,0,0,5,0,0,0,0,1,0,0,0,0
5-9-2013,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13-4-2016,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1-9-2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4-12-2013,0,0,19,0,1,3,0,0,0,3,0,0,0,0,0,0,1,0
12-3-2016,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
29-10-2016,0,0,11,1,0,2,0,0,1,1,0,0,0,0,0,0,1,0
29-6-2016,0,2,38,0,11,16,0,0,25,3,0,0,0,2,1,0,6,2
29-8-2015,0,1,5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
3-7-2014,0,0,23,0,6,10,0,0,11,3,0,0,0,1,0,0,0,3
11-12-2011,0,1,14,2,0,3,0,1,5,3,0,0,0,0,1,1,4,0
23-12-2014,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
16-9-2011,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13-5-2016,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8-2-2014,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
16-7-2012,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17-1-2016,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4-7-2011,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7-2-2016,0,0,3,0,0,1,0,0,13,1,0,0,0,0,0,0,1,0
10-2-2012,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15-11-2013,0,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
16-9-2016,1,5,99,1,48,40,0,0,34,6,0,0,0,5,0,1,2,4
29-12-2012,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
15-9-2013,0,3,2,1,0,1,0,0,2,1,0,0,0,0,0,0,1,0
11-3-2015,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
4-11-2011,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13-3-2016,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
21-12-2011,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21-8-2011,0,1,46,0,3,4,0,0,1,1,0,0,0,0,0,1,2,0
19-12-2015,0,1,8,0,0,1,0,0,1,1,0,0,0,0,1,1,1,0
18-5-2015,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13-10-2013,0,0,40,6,1,10,0,0,4,1,0,0,0,0,0,0,0,2
23-11-2014,0,1,36,0,3,1,0,0,19,4,0,0,0,0,0,0,1,3
18-7-2015,0,0,13,0,0,3,0,0,4,1,0,0,0,0,0,0,1,0
28-3-2014,0,0,6,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0
9-2-2015,0,3,8,0,0,2,0,0,4,0,0,0,0,0,0,0,1,0
19-2-2015,0,1,4,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
12-8-2016,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7-8-2014,0,0,25,0,4,7,0,1,7,1,0,0,0,1,0,0,0,1
26-7-2016,0,4,73,1,13,12,0,0,21,13,0,0,0,1,0,0,4,1
22-2-2014,0,3,145,1,14,27,0,6,35,22,0,0,0,0,0,1,12,8
11-9-2014,0,0,9,0,0,2,0,0,4,0,0,0,0,1,0,0,0,0
19-9-2016,0,1,3,0,0,1,0,0,2,4,0,0,0,0,0,0,2,0
11-2-2013,0,2,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
8-9-2014,0,1,13,0,0,1,0,0,3,4,0,0,0,0,0,0,1,1
7-3-2016,0,0,7,0,0,2,0,0,17,1,0,0,0,0,0,0,1,0
28-5-2013,0,0,28,0,4,10,0,0,1,3,0,0,0,0,0,0,2,2
21-1-2014,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15-4-2015,0,1,8,0,0,0,0,0,3,0,0,0,0,1,0,0,1,1
12-6-2014,0,1,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5-11-2013,0,0,49,1,0,5,0,0,5,6,0,0,0,0,0,0,3,2
22-3-2013,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19-10-2016,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26-2-2016,0,2,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
27-2-2016,0,1,1,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0
30-1-2015,0,0,7,1,0,2,0,0,1,1,0,0,0,0,0,0,1,0
7-6-2015,0,0,6,0,0,1,0,0,7,0,0,0,0,1,0,0,0,0
21-9-2014,0,3,233,2,42,32,0,0,37,17,0,0,0,1,0,1,11,4
27-11-2014,0,4,60,2,4,8,0,0,15,6,0,0,0,3,0,0,5,1
5-12-2015,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31-5-2014,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
7-12-2015,0,2,9,1,0,1,0,0,1,2,0,0,0,0,0,0,1,1
11-8-2011,0,1,42,3,0,3,0,0,5,3,0,0,0,0,0,0,1,0
6-3-2016,0,0,0,0,0,0,0,0,4,2,0,0,0,2,0,0,0,0
7-1-2013,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
16-6-2013,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
21-1-2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12-10-2012,0,1,10,0,1,2,0,0,1,1,0,0,0,0,1,0,1,0
4-11-2016,0,0,17,4,0,15,0,0,38,0,0,0,0,0,0,0,1,0
3-9-2016,0,0,62,0,0,9,0,0,9,2,0,0,0,0,0,0,1,5
22-11-2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17-9-2015,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27-5-2016,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11-2-2015,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
12-9-2011,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28-1-2014,0,0,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0
17-1-2015,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-5-2014,0,0,21,1,0,6,0,0,10,0,1,0,0,1,0,0,0,1
5-7-2012,0,4,24,1,0,3,0,0,1,3,0,0,0,2,0,0,2,0
25-4-2016,0,0,37,0,3,3,0,0,1,2,0,0,0,0,0,0,2,1
21-1-2016,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29-5-2016,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1-1-2016,0,2,17,2,0,4,0,0,5,1,0,0,0,0,0,0,0,0
17-7-2014,0,0,26,0,11,3,0,0,8,0,0,0,0,0,0,0,1,3
25-7-2015,0,0,3,0,1,2,0,0,2,2,0,0,0,0,1,0,1,0
19-7-2016,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,2,0
31-1-2013,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
21-11-2015,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
23-6-2015,0,1,26,1,3,3,0,0,7,0,0,0,0,0,0,0,0,4
9-4-2015,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
30-7-2011,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24-6-2012,0,1,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2-4-2015,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
27-8-2014,0,0,54,0,10,14,0,0,21,7,0,0,0,1,0,0,4,4
3-5-2014,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9-12-2012,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31-5-2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19-11-2013,0,0,7,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0
18-8-2011,1,2,157,2,3,18,0,0,11,20,0,0,0,1,0,0,8,4
31-8-2012,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23-12-2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15-10-2014,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
21-12-2014,0,1,21,0,1,2,0,0,5,4,0,0,0,1,0,0,2,0
11-9-2012,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21-3-2016,0,0,2,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0
30-12-2012,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27-4-2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6-6-2016,0,1,14,0,0,0,0,0,6,1,0,0,0,2,0,0,0,0
11-5-2014,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8-12-2013,0,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
6-7-2016,0,1,3,4,0,4,0,0,41,0,0,0,0,0,0,0,1,0
14-5-2015,0,0,4,0,0,2,0,0,2,1,0,0,0,0,0,0,0,0
5-2-2013,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-2-2013,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18-6-2014,0,0,70,0,17,25,0,0,16,5,0,0,0,2,0,0,3,4
1-9-2012,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22-5-2016,0,0,14,0,0,1,0,0,15,1,0,0,0,0,1,0,1,0
27-8-2012,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0
16-12-2014,0,5,604,7,81,73,2,0,188,52,0,0,0,9,0,0,21,24
27-3-2015,0,1,22,0,0,3,0,0,15,1,0,0,0,3,1,0,3,1
30-11-2015,0,2,89,0,4,12,0,0,11,6,0,0,0,1,0,0,5,5
14-7-2014,0,0,22,0,15,3,0,0,8,0,0,0,0,1,0,0,1,1
27-12-2014,0,0,9,0,0,3,0,0,8,0,0,0,0,0,0,1,0,2
9-3-2016,0,2,6,0,0,4,0,0,14,2,0,0,0,0,0,0,1,1
8-10-2016,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
3-3-2016,0,0,5,0,0,1,0,0,2,2,0,0,0,0,0,0,0,0
16-1-2014,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7-3-2013,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
12-12-2011,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15-8-2011,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31-10-2014,0,0,41,0,8,7,0,0,9,4,0,0,0,2,0,0,2,0
12-4-2014,0,0,26,1,5,7,0,0,3,3,0,0,0,1,0,0,2,0
7-4-2012,0,0,6,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0
9-9-2012,0,1,3,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0
22-8-2014,0,1,21,1,3,6,0,0,9,0,0,0,0,0,0,0,1,2
13-1-2016,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
29-1-2012,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28-5-2012,0,3,47,1,1,11,0,0,6,4,0,0,0,2,1,0,4,1
2-8-2016,0,2,35,0,2,4,0,0,13,3,0,0,0,1,0,0,0,1
21-9-2016,0,0,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
26-5-2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-5-2016,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
3-1-2014,0,1,3,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0
27-5-2014,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
17-2-2016,0,1,12,0,0,3,0,0,15,2,0,0,0,0,0,0,1,0
2-6-2015,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
26-6-2013,0,1,16,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
18-4-2016,0,4,125,2,14,22,0,0,4,18,0,0,0,2,0,2,14,3
26-8-2015,0,0,2,1,0,1,0,0,2,0,0,0,0,0,0,0,1,1
4-12-2011,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
14-11-2012,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2-10-2016,0,1,6,0,5,0,0,0,1,2,0,0,0,0,0,0,1,0
9-6-2012,0,2,17,0,0,2,0,0,0,2,0,0,0,0,0,0,2,0
8-3-2014,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
13-11-2011,0,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2-5-2014,0,1,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
27-3-2016,0,1,2,1,1,2,0,0,4,0,0,0,0,1,0,0,1,0
15-7-2013,0,1,8,0,4,2,0,1,11,0,0,0,0,1,0,0,0,3
22-6-2016,0,0,5,0,1,2,0,0,17,0,0,0,0,0,0,0,0,0
19-2-2012,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6-10-2013,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11-6-2011,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
14-10-2015,1,0,1,1,0,0,0,0,2,1,0,0,0,0,1,0,0,0
25-3-2015,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3-10-2015,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
26-1-2016,0,1,5,0,0,1,0,0,2,0,0,0,0,0,0,1,1,0
12-10-2015,0,0,3,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
1-8-2011,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
18-7-2011,0,0,46,0,1,6,0,0,10,3,0,0,0,0,0,1,3,0
23-1-2016,0,0,16,0,0,4,0,0,4,3,0,0,0,0,0,0,3,1
15-1-2014,0,1,16,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0
31-7-2013,0,4,5,0,0,2,0,0,6,3,0,0,0,0,0,0,1,2
24-9-2015,0,0,5,1,1,2,0,1,2,0,0,0,0,0,0,0,0,0
3-3-2014,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
23-2-2014,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
15-3-2015,0,0,19,0,3,8,0,0,3,3,0,0,0,0,0,0,2,0
25-4-2013,0,0,4,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
10-9-2016,0,0,5,0,0,1,0,0,6,1,0,0,0,0,0,0,0,0
17-12-2014,0,4,57,3,0,8,0,0,15,7,0,0,0,1,0,0,4,2
11-9-2013,0,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1-11-2015,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0
19-9-2014,0,1,253,7,60,89,2,0,51,37,0,0,0,4,0,1,23,18
13-1-2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6-11-2014,0,0,39,0,2,2,0,0,9,5,0,0,0,1,0,0,2,0
9-10-2014,0,1,108,4,3,16,0,0,22,8,0,0,0,3,0,0,7,5
23-7-2014,0,1,61,0,10,9,0,0,21,5,0,0,0,1,0,0,2,3
31-12-2014,0,0,5,0,0,2,0,0,5,1,0,0,0,0,0,0,1,0
17-11-2016,0,2,9,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
24-5-2012,0,4,20,2,0,5,0,0,2,4,0,0,0,0,0,1,4,1
26-7-2015,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1
19-7-2014,0,1,48,0,3,13,0,0,12,0,0,0,0,2,0,0,0,3
12-6-2013,0,8,134,4,20,39,0,0,39,8,0,0,0,2,0,0,10,8
